date,coal,natural_gas
2001-03-31,111.291,4.979
2001-06-30,98.182,7.157
2001-09-30,113.854,19.86
2001-12-31,102.284,10.773
2002-03-31,102.533,8.826
2002-06-30,98.56,13.304
2002-09-30,120.942,23.866
2002-12-31,109.252,9.196
2003-03-31,110.4,8.784
2003-06-30,84.789,9.389
2003-09-30,113.199,16.771
2003-12-31,105.712,9.418
2004-03-31,103.05001,12.31919
2004-06-30,95.79645,18.29775
2004-09-30,113.17715,21.26438
2004-12-31,103.45232,7.49996
2005-03-31,110.23356,16.63611
2005-06-30,90.03372,18.83339
2005-09-30,114.96338,45.75374
2005-12-31,96.76956,13.58924
2006-03-31,105.07045,8.98043
2006-06-30,95.27323,13.54272
2006-09-30,104.57221,37.7725
2006-12-31,90.14682,8.99706
2007-03-31,99.81064,15.90582
2007-06-30,100.04682,17.18289
2007-09-30,116.38038,44.6463
2007-12-31,98.86473,21.18223
2008-03-31,103.63344,13.04491
2008-06-30,89.59701,17.65964
2008-09-30,96.2687,39.18687
2008-12-31,85.36857,15.1726
2009-03-31,92.79549,23.02653
2009-06-30,69.04537,19.43773
2009-09-30,75.4795,43.82194
2009-12-31,70.61446,17.80316
2010-03-31,87.87794,23.28432
2010-06-30,92.55371,30.12279
2010-09-30,81.70536,56.32842
2010-12-31,57.05292,39.25058
2011-03-31,73.46853,32.08066
2011-06-30,64.47518,26.70975
2011-09-30,71.98055,55.77084
2011-12-31,39.13869,37.58273
2012-03-31,45.02845,51.6816
2012-06-30,40.16295,45.98041
2012-09-30,57.20764,67.43483
2012-12-31,40.97801,40.53837
2013-03-31,65.70492,40.40491
2013-06-30,54.95797,41.91201
2013-09-30,70.08389,62.50402
2013-12-31,61.92273,42.91311
2014-03-31,77.57428,44.24088
2014-06-30,47.85959,45.96748
2014-09-30,59.5638,52.41124
2014-12-31,56.23817,34.44877
2015-03-31,62.57485,60.82286
2015-06-30,35.65164,70.16278
2015-09-30,55.53125,87.22194
2015-12-31,43.9952,59.52089
2016-03-31,52.5805,76.00038
2016-06-30,41.58745,73.66819
2016-09-30,55.23293,114.88266
2016-12-31,39.07676,68.97866
2017-03-31,34.29381,79.95264
2017-06-30,30.95355,81.08106
2017-09-30,36.14446,109.00958
2017-12-31,22.76044,82.69504
2018-03-31,32.40045,96.68049
2018-06-30,25.66105,92.27249
2018-09-30,32.13092,120.48065
2018-12-31,21.90167,92.90403
2019-03-31,12.96194,114.78516
2019-06-30,11.30772,99.13813
2019-09-30,17.20507,141.25898
2019-12-31,7.12938,102.21867
2020-03-31,7.61507,131.50971
2020-06-30,4.32442,122.32184
2020-09-30,21.67298,143.60067
2020-12-31,10.85726,103.27819
2021-03-31,12.81512,103.39733
2021-06-30,3.6821,104.22583
2021-09-30,15.42936,124.06311
2021-12-31,4.81801,101.10405
2022-03-31,9.727343683109892,123.03576520897008
2022-06-30,-1.9399165450077192,124.7729536393997
2022-09-30,10.00939648924927,146.9499629675994
2022-12-31,-3.540648450978722,125.64380171188408
2023-03-31,4.454675933736269,132.74444332580134
2023-06-30,-7.972605137590818,132.5882415698561
2023-09-30,4.7458514845332616,156.87013071537558
2023-12-31,-10.571611681286925,135.60917642649468
2024-03-31,-6.389079359925319,145.3210270257813
2024-06-30,-16.105650398089267,145.1400944726405
2024-09-30,-2.659870832629906,167.77995517634378
2024-12-31,-14.553084348066704,139.84038409064982
